Wall time,Step,Value
1700197714.8801894,1,1.8628206253051758
1700197735.2487545,2,1.652414321899414
1700197755.0857902,3,1.567211627960205
1700197774.799156,4,1.51443350315094
1700197795.6377475,5,1.4838639497756958
1700197815.772723,6,1.4482847452163696
1700197836.923587,7,1.4337165355682373
1700197858.4179661,8,1.416751503944397
1700197879.3253078,9,1.384750485420227
1700197900.5890644,10,1.3743290901184082
1700197921.843329,11,1.3522242307662964
1700197942.0206811,12,1.341901183128357
1700197962.020397,13,1.3263448476791382
1700197982.3785896,14,1.304335355758667
1700198002.604019,15,1.2908835411071777
1700198023.9308763,16,1.2809780836105347
1700198044.2521996,17,1.2730952501296997
1700198065.385854,18,1.2643167972564697
1700198084.449531,19,1.250365972518921
1700198103.1811073,20,1.2392044067382812
1700198122.0982609,21,1.2400554418563843
1700198140.7711132,22,1.2339175939559937
1700198159.3969562,23,1.2194774150848389
1700198178.1263733,24,1.2129625082015991
1700198196.9319084,25,1.2086607217788696
1700198215.8205264,26,1.2066618204116821
1700198234.5620575,27,1.1927040815353394
1700198253.2196329,28,1.1898447275161743
1700198272.1153867,29,1.179052472114563
1700198290.773903,30,1.1850072145462036
1700198309.5774848,31,1.1772241592407227
1700198328.0908234,32,1.1731204986572266
1700198347.0435748,33,1.1700657606124878
1700198366.218611,34,1.16954505443573
1700198385.5205755,35,1.161811113357544
1700198404.4177973,36,1.169089436531067
1700198423.5148141,37,1.151163101196289
1700198442.7422798,38,1.1611610651016235
1700198461.4969132,39,1.151635766029358
1700198480.4811308,40,1.146528959274292
1700198499.327337,41,1.148210048675537
1700198518.067285,42,1.144170880317688
1700198536.9254634,43,1.1450139284133911
1700198555.8514645,44,1.134565830230713
1700198574.5012548,45,1.1391453742980957
1700198593.6581602,46,1.1283023357391357
1700198612.5001845,47,1.1319942474365234
1700198631.3383727,48,1.134992003440857
1700198650.356589,49,1.13720703125
1700198669.38872,50,1.1259729862213135
1700198688.0441992,51,1.1268200874328613
1700198706.5875452,52,1.1246150732040405
1700198725.4852135,53,1.0297778844833374
1700198744.4223888,54,1.0186188220977783
1700198763.1881657,55,1.0200002193450928
1700198782.002622,56,1.0256744623184204
1700198800.370115,57,1.0191158056259155
1700198818.918575,58,1.02193021774292
1700198837.4971232,59,1.0226788520812988
1700198856.284198,60,1.017796277999878
1700198874.8428621,61,1.024920105934143
1700198893.5718427,62,1.0129748582839966
1700198912.1216106,63,1.0130870342254639
1700198930.990811,64,1.0183430910110474
1700198949.3779004,65,1.0237525701522827
1700198967.9972224,66,1.0175310373306274
1700198986.5548952,67,1.019740104675293
1700199004.9373248,68,1.0092356204986572
1700199023.2921495,69,1.0143253803253174
1700199041.5861764,70,1.009638786315918
1700199060.012198,71,1.0134021043777466
1700199078.370249,72,1.00802743434906
1700199096.7297292,73,1.0147303342819214
1700199115.0557828,74,1.001582145690918
1700199133.4513845,75,0.9360285997390747
1700199151.8172433,76,0.9192507863044739
1700199170.1694741,77,0.9158799648284912
1700199188.569359,78,0.9202316999435425
1700199206.928563,79,0.9217876195907593
1700199225.3454223,80,0.9171847701072693
1700199243.970984,81,0.9187980890274048
1700199262.454471,82,0.9239528775215149
1700199281.1381974,83,0.9183887839317322
1700199299.5092092,84,0.9223934412002563
1700199317.840823,85,0.9218806028366089
1700199336.1458914,86,0.9145396947860718
1700199354.4876406,87,0.9175208210945129
1700199372.8328695,88,0.9248259663581848
1700199391.160801,89,0.9119446873664856
