Wall time,Step,Value
1700494663.3966966,1,4.457526206970215
1700494674.1083488,2,4.419500827789307
1700494685.1496892,3,4.420078277587891
1700494696.3122966,4,4.414777755737305
1700494708.2617228,5,4.4048686027526855
1700494719.7336125,6,4.419930458068848
1700494731.2800612,7,4.438143253326416
1700494742.6839213,8,4.42056131362915
1700494753.8348043,9,4.423880100250244
1700494765.483221,10,4.427742958068848
1700494777.0052874,11,4.418081760406494
1700494788.5202992,12,4.312826156616211
1700494799.5674005,13,4.279459476470947
1700494811.3763504,14,4.251746654510498
1700494822.4682627,15,4.243310928344727
1700494833.3888288,16,4.217859745025635
1700494844.0714839,17,4.20636510848999
1700494854.942493,18,4.2113800048828125
1700494866.328518,19,4.197552680969238
1700494877.6281257,20,4.195539474487305
1700494888.746971,21,4.1859893798828125
1700494900.3005438,22,4.18949556350708
1700494911.810645,23,4.184570789337158
1700494923.6481266,24,4.181029319763184
1700494934.9255846,25,4.16972017288208
1700494945.6773589,26,4.17692232131958
1700494957.475051,27,4.18399715423584
1700494969.0816853,28,4.178507328033447
1700494980.7499402,29,4.175137519836426
1700494992.316326,30,4.173651695251465
1700495003.6907282,31,4.176085472106934
1700495014.799438,32,4.176818370819092
1700495025.8621683,33,4.164491176605225
1700495037.0096245,34,4.170729637145996
1700495048.039466,35,4.16549015045166
1700495059.2831,36,4.160953521728516
1700495070.280598,37,4.1627116203308105
1700495081.4395714,38,4.168990135192871
1700495092.6204762,39,4.166427135467529
1700495103.7031324,40,4.157306671142578
1700495114.6686883,41,4.159085750579834
1700495125.707988,42,4.156477451324463
1700495136.6534996,43,4.168115615844727
1700495147.7998772,44,4.16402006149292
1700495158.9695551,45,4.162089824676514
1700495170.086885,46,4.167666435241699
1700495181.3745277,47,4.171749114990234
1700495192.5574002,48,4.167697906494141
1700495203.6060917,49,4.160209655761719
1700495214.216047,50,4.157622814178467
1700495225.4113753,51,4.165396213531494
1700495236.3606057,52,4.157242298126221
1700495246.7046201,53,4.168239116668701
1700495257.4341133,54,4.154724597930908
1700495268.3349562,55,4.1691694259643555
1700495279.5535138,56,4.155620098114014
1700495290.438932,57,4.156402111053467
1700495301.4745855,58,4.157486915588379
1700495312.6164808,59,4.058446407318115
1700495323.423046,60,4.03775691986084
1700495334.40243,61,4.022814750671387
1700495345.4403389,62,4.022243499755859
1700495356.6987114,63,4.019415378570557
1700495367.9212415,64,4.011090278625488
1700495379.5729952,65,4.006975173950195
1700495391.206051,66,4.0055832862854
1700495402.496158,67,4.006786823272705
1700495413.644677,68,3.995628595352173
1700495424.906557,69,3.99556827545166
1700495436.2537367,70,3.9996230602264404
1700495447.5234854,71,4.004209518432617
1700495459.0457013,72,3.9938812255859375
1700495470.4210107,73,3.9932963848114014
1700495481.8431153,74,3.997093677520752
1700495493.0991135,75,3.9987590312957764
1700495504.4112484,76,3.9900600910186768
1700495515.7469745,77,3.9358773231506348
1700495527.157627,78,3.9207828044891357
1700495538.3192122,79,3.9108965396881104
1700495549.5816128,80,3.9202256202697754
1700495561.0524175,81,3.9192333221435547
1700495572.7495706,82,3.9150540828704834
1700495584.4054074,83,3.9128832817077637
1700495595.9117806,84,3.9107446670532227
1700495607.303371,85,3.9134631156921387
1700495618.4569273,86,3.9096221923828125
1700495629.561329,87,3.9072139263153076
1700495640.5604894,88,3.9087605476379395
1700495651.729571,89,3.906022787094116
1700495662.934496,90,3.920060873031616
1700495674.2011876,91,3.9042482376098633
1700495685.4023097,92,3.9100000858306885
1700495696.9255238,93,3.9088947772979736
1700495708.1609266,94,3.9079880714416504
1700495719.441597,95,3.90556001663208
1700495730.7857513,96,3.9117393493652344
1700495742.2520323,97,3.9018876552581787
1700495753.8723426,98,3.9032394886016846
1700495765.3440278,99,3.9039363861083984
1700495776.286037,100,3.8691091537475586
1700495787.2909896,101,3.8670804500579834
1700495798.32629,102,3.865328311920166
1700495809.9980817,103,3.8611512184143066
1700495821.115556,104,3.857311248779297
1700495833.0486126,105,3.8510324954986572
1700495844.5491848,106,3.8543925285339355
1700495856.0773861,107,3.8528943061828613
1700495867.4430168,108,3.854213237762451
1700495878.6764584,109,3.8593544960021973
1700495889.7433264,110,3.850987672805786
1700495900.7934616,111,3.852717638015747
1700495912.0961094,112,3.854724645614624
1700495923.6890688,113,3.8493833541870117
1700495934.8054101,114,3.8480377197265625
1700495945.8494625,115,3.848346471786499
1700495957.2314315,116,3.8515753746032715
1700495968.4719636,117,3.8499481678009033
1700495979.9542766,118,3.856146812438965
1700495991.0143895,119,3.8495616912841797
1700496001.7503543,120,3.8477771282196045
1700496012.8268995,121,3.8483903408050537
1700496024.262308,122,3.8531720638275146
1700496035.6931407,123,3.8493175506591797
1700496046.8316066,124,3.8393354415893555
1700496058.033908,125,3.8392274379730225
1700496070.23502,126,3.841905355453491
1700496081.6081185,127,3.8408362865448
1700496092.7432077,128,3.8488757610321045
1700496104.4757664,129,3.845271587371826
1700496116.1189122,130,3.8466508388519287
1700496127.5328069,131,3.853604793548584
1700496138.7922008,132,3.8514044284820557
1700496150.2054746,133,3.846651077270508
1700496161.6331959,134,3.8418891429901123
1700496173.1309566,135,3.8442580699920654
1700496184.5611439,136,3.8442275524139404
1700496195.8836274,137,3.844391107559204
1700496207.4167426,138,3.8435115814208984
1700496218.4622023,139,3.8508427143096924
1700496229.7567596,140,3.850766897201538
1700496240.8905942,141,3.839372158050537
1700496251.9803762,142,3.847205638885498
1700496263.013274,143,3.826672077178955
1700496274.4241743,144,3.8245112895965576
1700496285.7844493,145,3.8221452236175537
1700496297.1796582,146,3.8234703540802
1700496308.664025,147,3.825772762298584
1700496319.83437,148,3.821472406387329
1700496330.9949148,149,3.8204312324523926
1700496342.2093873,150,3.8152124881744385
1700496352.6387355,151,3.8171448707580566
1700496362.92019,152,3.8186306953430176
1700496373.336194,153,3.820758819580078
1700496383.6308913,154,3.8238368034362793
