Wall time,Step,Value
1700382495.8046508,1,4.433187007904053
1700382512.947712,2,4.154718399047852
1700382531.3897424,3,3.9903006553649902
1700382550.007822,4,3.897097110748291
1700382567.616905,5,3.8163585662841797
1700382584.8535464,6,3.7523531913757324
1700382602.4558845,7,3.669522762298584
1700382621.1277268,8,3.611144542694092
1700382638.5960674,9,3.544738531112671
1700382655.9711168,10,3.4787795543670654
1700382673.0040894,11,3.4218950271606445
1700382690.1574278,12,3.355172634124756
1700382708.4575486,13,3.300323247909546
1700382726.1785636,14,3.2502996921539307
1700382743.3614554,15,3.1905534267425537
1700382760.4620204,16,3.1497881412506104
1700382779.108944,17,3.1047415733337402
1700382796.701395,18,3.0607335567474365
1700382814.2360709,19,3.0284810066223145
1700382831.8081675,20,2.987403631210327
1700382849.4126523,21,2.965644359588623
1700382867.8335738,22,2.9362401962280273
1700382885.0524256,23,2.9058616161346436
1700382902.9729154,24,2.873091220855713
1700382920.6453567,25,2.8461365699768066
1700382938.5969415,26,2.802215814590454
1700382955.8764489,27,2.7835450172424316
1700382972.9657633,28,2.753889322280884
1700382990.3260972,29,2.737617254257202
1700383007.6283293,30,2.701561450958252
1700383025.741157,31,2.676562547683716
1700383042.9509323,32,2.6523890495300293
1700383060.555512,33,2.6375763416290283
1700383077.9385488,34,2.629448413848877
1700383095.1932435,35,2.6042706966400146
1700383112.3072605,36,2.582794189453125
1700383129.4721262,37,2.5735037326812744
1700383146.6508403,38,2.551111936569214
1700383163.9687114,39,2.5283236503601074
1700383181.2850263,40,2.531881809234619
1700383199.4298878,41,2.4992003440856934
1700383217.2300336,42,2.488126277923584
1700383235.6727393,43,2.4821937084198
1700383253.6312428,44,2.4656972885131836
1700383271.410732,45,2.4569060802459717
1700383289.0075374,46,2.4351396560668945
1700383306.5636644,47,2.4420735836029053
1700383324.1110346,48,2.421490430831909
1700383341.8192015,49,2.423326015472412
1700383359.3346348,50,2.4004297256469727
1700383376.9597545,51,2.3956243991851807
1700383394.4915745,52,2.3907501697540283
1700383412.231035,53,2.381692409515381
1700383429.74267,54,2.374311923980713
1700383447.7213347,55,2.3670246601104736
1700383465.4545147,56,2.360238790512085
1700383483.0316603,57,2.348292827606201
1700383500.6542604,58,2.347163438796997
1700383518.42859,59,2.3332810401916504
1700383536.7988527,60,2.325242757797241
1700383554.3213704,61,2.3302066326141357
1700383571.998617,62,2.3152096271514893
1700383589.6813343,63,2.3122262954711914
1700383607.3727117,64,2.3132195472717285
1700383624.9814339,65,2.305237054824829
1700383643.0315266,66,2.291412115097046
1700383660.7353175,67,2.2896037101745605
1700383678.3800995,68,2.2837648391723633
1700383695.9919124,69,2.2707760334014893
1700383713.5152283,70,2.2684669494628906
1700383731.3736162,71,2.278128147125244
1700383749.204366,72,2.2646687030792236
1700383766.3864107,73,2.270061731338501
