Wall time,Step,Value
1700320141.2185395,1,2.002086877822876
1700320154.5200953,2,1.919622778892517
1700320167.7878873,3,1.9057852029800415
1700320180.920598,4,1.9015567302703857
1700320194.1535375,5,1.8924496173858643
1700320207.4310803,6,1.881299376487732
1700320220.6449618,7,1.8853336572647095
1700320233.9023726,8,1.8807486295700073
1700320247.033827,9,1.8757820129394531
1700320260.1703494,10,1.8717012405395508
1700320273.2115595,11,1.8718438148498535
1700320286.337757,12,1.871403694152832
1700320299.3774767,13,1.8766323328018188
1700320312.4949427,14,1.8798792362213135
1700320325.8006668,15,1.8701391220092773
1700320338.9186153,16,1.8720734119415283
1700320351.9888513,17,1.8735005855560303
1700320365.0740304,18,1.870030164718628
1700320378.1064823,19,1.8738110065460205
1700320391.2428913,20,1.8683429956436157
1700320404.4357052,21,1.8706563711166382
1700320417.5075352,22,1.8632465600967407
1700320430.720388,23,1.8642497062683105
1700320443.8867788,24,1.875291347503662
1700320457.0375118,25,1.8813625574111938
1700320470.3396015,26,1.8717517852783203
1700320483.8134136,27,1.8796987533569336
1700320497.303459,28,1.8805445432662964
1700320511.638376,29,1.88179612159729
1700320526.167645,30,1.8699769973754883
1700320540.2518513,31,1.8841722011566162
1700320554.7578223,32,1.8794065713882446
1700320568.8060546,33,1.8784782886505127
1700320582.4632883,34,1.7647504806518555
1700320595.6037421,35,1.7288360595703125
1700320608.855362,36,1.7084771394729614
1700320622.0624876,37,1.695006251335144
1700320635.1850755,38,1.6955081224441528
1700320648.315482,39,1.6903406381607056
1700320661.4207392,40,1.679120421409607
1700320674.6087782,41,1.6762783527374268
1700320687.9745307,42,1.6669325828552246
1700320701.1902554,43,1.6710577011108398
1700320714.3064446,44,1.661253571510315
1700320727.5323484,45,1.6591066122055054
1700320740.7622597,46,1.6602486371994019
1700320753.85824,47,1.6526113748550415
1700320767.0542023,48,1.6573162078857422
1700320780.1591642,49,1.6519169807434082
1700320793.2586024,50,1.644749402999878
1700320806.3625367,51,1.6494566202163696
1700320819.5063148,52,1.651847243309021
1700320832.6071868,53,1.6417545080184937
1700320845.7194078,54,1.649632453918457
1700320858.983402,55,1.641086459159851
1700320872.2022455,56,1.6398237943649292
1700320885.3477492,57,1.6399625539779663
1700320898.4174016,58,1.5584369897842407
1700320911.5554302,59,1.5393263101577759
1700320924.6327832,60,1.5269005298614502
1700320937.7371674,61,1.5243308544158936
1700320950.7648458,62,1.5156464576721191
1700320963.8563244,63,1.5168771743774414
1700320976.901861,64,1.5111277103424072
1700320990.0194304,65,1.5034282207489014
1700321003.172795,66,1.5048197507858276
1700321016.198841,67,1.507064700126648
1700321029.2746575,68,1.4990543127059937
1700321042.381981,69,1.4993727207183838
1700321055.5050714,70,1.5009280443191528
1700321068.599448,71,1.4966990947723389
1700321081.7261703,72,1.4942272901535034
1700321094.8477647,73,1.4918228387832642
1700321107.9533556,74,1.4907763004302979
1700321121.10178,75,1.4908595085144043
1700321134.144909,76,1.4860669374465942
1700321147.2578762,77,1.4872180223464966
1700321160.4606755,78,1.4834542274475098
1700321173.6252544,79,1.486732840538025
1700321186.7006266,80,1.4805737733840942
1700321199.8627658,81,1.4856001138687134
1700321212.9492285,82,1.4833264350891113
1700321226.0572698,83,1.4221605062484741
1700321239.1393385,84,1.40391206741333
1700321252.246303,85,1.4010696411132812
1700321265.3311522,86,1.396220088005066
1700321278.43069,87,1.3904750347137451
1700321291.5606337,88,1.3907743692398071
1700321304.6428618,89,1.3918063640594482
1700321317.7488804,90,1.3883036375045776
1700321330.8163126,91,1.3843728303909302
1700321343.940118,92,1.386580228805542
1700321357.0719528,93,1.3787990808486938
1700321370.192107,94,1.376839280128479
1700321383.3294492,95,1.379712700843811
1700321396.3907902,96,1.381250262260437
1700321409.6041055,97,1.376732587814331
1700321422.9012442,98,1.3715046644210815
1700321436.0652835,99,1.3751558065414429
1700321449.1863465,100,1.3712271451950073
1700321462.517103,101,1.3734700679779053
1700321475.724354,102,1.37010657787323
1700321488.8504646,103,1.3671008348464966
1700321501.908323,104,1.3628227710723877
1700321515.0207288,105,1.3654136657714844
1700321528.1441975,106,1.368939995765686
1700321541.2438757,107,1.362974762916565
1700321554.3407488,108,1.367000699043274
1700321567.3659952,109,1.3597495555877686
1700321580.4529047,110,1.3610726594924927
1700321593.7131593,111,1.3586878776550293
1700321606.7962925,112,1.3554091453552246
1700321619.8644834,113,1.3664541244506836
1700321632.9870937,114,1.3622404336929321
1700321646.2248454,115,1.3534409999847412
1700321659.3608673,116,1.356439232826233
